disp_id,client_id,account_id,type,birth_number,client_district_id,account_district_id,frequency,date
515,515,428,OWNER,320526,1,1,monthly issuance,930227
516,516,428,DISPONENT,305427,1,1,monthly issuance,930227
517,517,429,OWNER,650725,63,63,monthly issuance,950903
518,518,430,OWNER,795428,54,54,monthly issuance,950902
519,519,431,OWNER,800413,18,18,monthly issuance,961105
520,520,432,OWNER,475927,46,46,monthly issuance,930616
521,521,433,OWNER,751225,69,20,monthly issuance,930612
522,522,434,OWNER,565304,1,1,monthly issuance,961224
523,523,435,OWNER,221217,38,38,monthly issuance,930108
524,524,436,OWNER,635102,30,30,monthly issuance,960807
525,525,436,DISPONENT,690814,30,30,monthly issuance,960807
526,526,437,OWNER,640201,43,43,monthly issuance,931203
527,527,437,DISPONENT,665818,43,43,monthly issuance,931203
528,528,438,OWNER,770211,37,37,monthly issuance,970623
529,529,439,OWNER,781105,69,69,monthly issuance,960415
530,530,440,OWNER,575927,29,29,monthly issuance,961222
531,531,441,OWNER,761004,27,27,weekly issuance,931217
532,532,441,DISPONENT,805903,27,27,weekly issuance,931217
533,533,442,OWNER,415519,54,54,monthly issuance,970330
534,534,443,OWNER,570722,74,64,monthly issuance,930128
535,535,444,OWNER,370909,26,26,monthly issuance,960509
536,536,445,OWNER,390825,47,63,weekly issuance,930729
537,537,446,OWNER,350116,1,50,monthly issuance,930615
538,538,447,OWNER,485510,5,5,monthly issuance,960814
540,540,449,OWNER,210728,19,19,monthly issuance,941122
541,541,449,DISPONENT,275309,19,19,monthly issuance,941122
542,542,450,OWNER,215209,59,59,monthly issuance,960528
543,543,451,OWNER,585415,11,11,monthly issuance,940505
544,544,452,OWNER,481116,63,63,monthly issuance,951129
545,545,453,OWNER,736011,75,75,monthly issuance,970424
546,546,454,OWNER,530825,7,7,monthly issuance,950507
547,547,455,OWNER,490331,54,54,monthly issuance,950423
548,548,456,OWNER,371204,49,49,monthly issuance,930121
550,550,458,OWNER,611130,7,7,monthly issuance,950616
551,551,459,OWNER,765705,47,47,monthly issuance,930121
552,552,460,OWNER,345508,1,1,monthly issuance,940418
553,553,460,DISPONENT,410407,1,1,monthly issuance,940418
554,554,461,OWNER,255419,30,30,monthly issuance,930218
555,555,461,DISPONENT,261021,30,30,monthly issuance,930218
556,556,462,OWNER,460708,29,29,monthly issuance,931110
557,557,463,OWNER,390717,51,51,monthly issuance,950508
558,558,464,OWNER,205705,43,43,monthly issuance,970528
559,559,465,OWNER,725905,32,32,monthly issuance,930204
560,560,466,OWNER,676216,71,71,monthly issuance,960218
561,561,467,OWNER,626110,74,74,monthly issuance,930924
562,562,468,OWNER,755922,49,49,monthly issuance,960319
563,563,469,OWNER,615909,72,72,monthly issuance,970714
564,564,469,DISPONENT,550124,72,72,monthly issuance,970714
565,565,470,OWNER,595703,64,64,monthly issuance,940323
566,566,471,OWNER,465305,47,47,monthly issuance,950607
567,567,471,DISPONENT,500502,47,47,monthly issuance,950607
568,568,472,OWNER,605719,8,8,monthly issuance,961011
569,569,473,OWNER,620615,73,73,monthly issuance,961020
570,570,474,OWNER,415131,61,61,monthly issuance,951206
571,571,475,OWNER,240927,3,3,monthly issuance,970511
572,572,475,DISPONENT,205804,3,3,monthly issuance,970511
573,573,476,OWNER,670810,69,69,monthly issuance,970411
574,574,477,OWNER,721225,1,1,monthly issuance,930125
575,575,478,OWNER,700404,58,58,monthly issuance,940716
576,576,478,DISPONENT,745512,58,58,monthly issuance,940716
577,577,479,OWNER,636205,1,1,monthly issuance,951105
578,578,480,OWNER,775707,23,23,monthly issuance,970121
579,579,481,OWNER,335531,72,72,monthly issuance,960423
581,581,483,OWNER,495204,70,70,monthly issuance,970715
582,582,484,OWNER,500926,1,1,monthly issuance,950120
583,583,485,OWNER,655101,75,6,issuance after transaction,930104
584,584,486,OWNER,765513,33,33,monthly issuance,951121
585,585,487,OWNER,425221,40,40,monthly issuance,951114
586,586,487,DISPONENT,471103,40,40,monthly issuance,951114
587,587,488,OWNER,455708,25,25,monthly issuance,960620
588,588,489,OWNER,606020,61,16,monthly issuance,930517
589,589,490,OWNER,610917,45,45,monthly issuance,950523
590,590,491,OWNER,490215,44,44,monthly issuance,960512
591,591,492,OWNER,746029,65,5,monthly issuance,931010
592,592,493,OWNER,650718,26,26,monthly issuance,940405
593,593,494,OWNER,545710,60,60,monthly issuance,930311
596,596,496,OWNER,481024,69,69,monthly issuance,930226
597,597,497,OWNER,430222,55,55,monthly issuance,930415
598,598,498,OWNER,701231,1,1,monthly issuance,931121
599,599,498,DISPONENT,775518,1,1,monthly issuance,931121
601,601,500,OWNER,660312,56,56,monthly issuance,960427
602,602,500,DISPONENT,655116,56,56,monthly issuance,960427
603,603,501,OWNER,665309,13,13,monthly issuance,951021
604,604,502,OWNER,655731,1,1,monthly issuance,971013
605,605,503,OWNER,705827,1,1,monthly issuance,960808
606,606,504,OWNER,495125,10,73,monthly issuance,930421
607,607,505,OWNER,640330,64,64,monthly issuance,961216
608,608,506,OWNER,720831,67,67,monthly issuance,960708
609,609,507,OWNER,620902,52,52,monthly issuance,960617
610,610,508,OWNER,795810,74,74,monthly issuance,961119
611,611,509,OWNER,521013,36,36,monthly issuance,970814
612,612,509,DISPONENT,606110,36,36,monthly issuance,970814
613,613,510,OWNER,775810,1,1,weekly issuance,930602
614,614,511,OWNER,475203,14,14,monthly issuance,961110
615,615,512,OWNER,495913,68,68,monthly issuance,970114
616,616,513,OWNER,750101,58,58,monthly issuance,961121
617,617,514,OWNER,740314,70,70,monthly issuance,960330
618,618,515,OWNER,325316,57,57,monthly issuance,950209
619,619,516,OWNER,200907,6,6,monthly issuance,960208
620,620,516,DISPONENT,185213,6,6,monthly issuance,960208
621,621,517,OWNER,390317,54,76,monthly issuance,930922
622,622,518,OWNER,316123,74,74,monthly issuance,940909
623,623,519,OWNER,250904,24,24,monthly issuance,931112
624,624,519,DISPONENT,325726,24,24,monthly issuance,931112
625,625,520,OWNER,786124,60,60,monthly issuance,931104
626,626,521,OWNER,800413,9,9,monthly issuance,951008
627,627,522,OWNER,720411,17,17,monthly issuance,951220
628,628,522,DISPONENT,705527,17,17,monthly issuance,951220
629,629,523,OWNER,760310,16,1,monthly issuance,930811
630,630,524,OWNER,520303,61,61,monthly issuance,940503
631,631,525,OWNER,565322,70,70,monthly issuance,960320
632,632,526,OWNER,460316,67,67,monthly issuance,960716
633,633,526,DISPONENT,385612,67,67,monthly issuance,960716
635,635,528,OWNER,275629,17,17,monthly issuance,961230
636,636,528,DISPONENT,350217,17,17,monthly issuance,961230
637,637,529,OWNER,706215,39,39,monthly issuance,970818
638,638,530,OWNER,615203,54,54,monthly issuance,961119
639,639,531,OWNER,780802,31,31,monthly issuance,950818
640,640,532,OWNER,790415,26,26,monthly issuance,950902
641,641,533,OWNER,625704,40,40,monthly issuance,950507
642,642,533,DISPONENT,631025,40,40,monthly issuance,950507
643,643,534,OWNER,495613,1,1,monthly issuance,970526
644,644,535,OWNER,615423,35,35,monthly issuance,940524
645,645,536,OWNER,251221,14,14,monthly issuance,961013
646,646,537,OWNER,225929,34,34,monthly issuance,970108
647,647,537,DISPONENT,290406,34,34,monthly issuance,970108
648,648,538,OWNER,355928,70,70,monthly issuance,940607
649,649,539,OWNER,785502,13,13,issuance after transaction,930216
651,651,540,OWNER,765127,54,75,monthly issuance,931016
652,652,541,OWNER,381208,61,61,monthly issuance,930812
653,653,542,OWNER,306121,1,1,monthly issuance,931101
654,654,543,OWNER,425517,64,64,monthly issuance,940503
655,655,544,OWNER,421210,32,32,monthly issuance,950515
656,656,545,OWNER,560606,1,54,monthly issuance,931124
657,657,546,OWNER,265710,8,8,monthly issuance,961123
658,658,546,DISPONENT,261221,8,8,monthly issuance,961123
659,659,547,OWNER,651207,24,24,monthly issuance,970727
660,660,548,OWNER,230322,16,16,monthly issuance,940607
661,661,548,DISPONENT,195115,16,16,monthly issuance,940607
662,662,549,OWNER,450807,5,5,monthly issuance,961127
663,663,550,OWNER,230120,24,24,monthly issuance,971017
664,664,551,OWNER,805319,77,77,monthly issuance,930507
665,665,552,OWNER,325405,62,14,monthly issuance,930820
666,666,553,OWNER,820523,26,26,monthly issuance,950606
667,667,554,OWNER,815720,26,26,monthly issuance,960126
668,668,555,OWNER,426225,1,24,monthly issuance,930515
669,669,556,OWNER,566219,12,12,monthly issuance,970626
670,670,557,OWNER,590121,1,1,monthly issuance,951126
671,671,558,OWNER,715227,10,10,monthly issuance,960615
672,672,559,OWNER,296109,46,46,monthly issuance,930305
673,673,560,OWNER,391029,36,36,monthly issuance,950820
674,674,561,OWNER,275111,11,11,monthly issuance,961212
675,675,562,OWNER,751112,50,50,monthly issuance,930225
676,676,563,OWNER,530207,70,53,monthly issuance,930727
677,677,564,OWNER,630524,5,5,monthly issuance,971223
678,678,565,OWNER,335528,39,39,monthly issuance,951125
679,679,566,OWNER,400319,8,8,monthly issuance,971113
680,680,566,DISPONENT,405509,8,8,monthly issuance,971113
681,681,567,OWNER,770115,15,15,monthly issuance,960619
682,682,568,OWNER,791021,18,18,monthly issuance,950328
683,683,569,OWNER,455829,76,76,monthly issuance,961001
684,684,570,OWNER,765410,3,3,monthly issuance,961114
685,685,571,OWNER,306213,72,72,monthly issuance,960716
686,686,572,OWNER,716003,32,32,monthly issuance,940327
687,687,572,DISPONENT,750128,32,32,monthly issuance,940327
688,688,573,OWNER,540504,1,1,weekly issuance,960711
689,689,574,OWNER,640802,70,70,monthly issuance,930730
690,690,575,OWNER,421107,38,38,monthly issuance,940426
691,691,575,DISPONENT,445113,38,38,monthly issuance,940426
692,692,576,OWNER,365111,74,55,monthly issuance,930101
693,693,576,DISPONENT,350317,74,55,monthly issuance,930101
694,694,577,OWNER,360228,29,29,monthly issuance,940920
695,695,578,OWNER,550627,28,28,weekly issuance,970321
696,696,578,DISPONENT,526201,28,28,weekly issuance,970321
697,697,579,OWNER,740501,1,1,monthly issuance,971216
698,698,580,OWNER,540227,75,75,monthly issuance,960520
699,699,581,OWNER,225422,26,26,monthly issuance,961013
700,700,582,OWNER,291120,12,12,monthly issuance,940805
702,702,584,OWNER,686107,31,31,monthly issuance,960714
703,703,585,OWNER,590426,4,4,monthly issuance,970904
704,704,586,OWNER,750501,54,54,monthly issuance,950316
705,705,587,OWNER,381210,19,19,monthly issuance,960621
706,706,588,OWNER,480805,1,66,monthly issuance,930314
707,707,589,OWNER,411214,1,1,monthly issuance,970426
708,708,590,OWNER,776127,50,50,monthly issuance,960224
709,709,591,OWNER,341229,1,1,monthly issuance,970812
710,710,592,OWNER,251128,23,23,monthly issuance,961227
711,711,593,OWNER,635816,48,48,monthly issuance,960716
712,712,594,OWNER,621204,54,54,monthly issuance,941209
713,713,595,OWNER,805329,20,20,monthly issuance,961221
714,714,596,OWNER,701008,31,31,monthly issuance,941013
715,715,597,OWNER,525115,1,41,monthly issuance,931205
716,716,598,OWNER,546204,1,1,monthly issuance,970208
717,717,599,OWNER,680502,54,54,monthly issuance,961204
718,718,599,DISPONENT,605228,54,54,monthly issuance,961204
719,719,600,OWNER,740809,46,46,monthly issuance,970313
720,720,601,OWNER,540906,29,29,monthly issuance,930804
721,721,602,OWNER,400215,43,43,monthly issuance,951027
722,722,603,OWNER,706125,62,62,monthly issuance,960611
723,723,604,OWNER,575726,12,12,monthly issuance,931126
724,724,605,OWNER,535202,65,65,monthly issuance,970204
725,725,606,OWNER,561211,75,75,monthly issuance,971104
726,726,607,OWNER,350213,16,16,monthly issuance,950217
727,727,608,OWNER,305720,32,32,monthly issuance,950327
728,728,608,DISPONENT,320120,32,32,monthly issuance,950327
729,729,609,OWNER,695317,63,63,monthly issuance,940515
730,730,609,DISPONENT,730814,63,63,monthly issuance,940515
731,731,610,OWNER,795122,74,74,monthly issuance,940811
732,732,610,DISPONENT,780705,74,74,monthly issuance,940811
733,733,611,OWNER,780728,46,46,monthly issuance,970721
734,734,611,DISPONENT,855114,46,46,monthly issuance,970721
735,735,612,OWNER,731126,1,1,monthly issuance,960527
736,736,612,DISPONENT,775426,1,1,monthly issuance,960527
737,737,613,OWNER,521104,74,74,issuance after transaction,960810
738,738,614,OWNER,200326,25,25,monthly issuance,970607
739,739,615,OWNER,420416,72,72,monthly issuance,960409
740,740,616,OWNER,231107,55,43,monthly issuance,931014
741,741,617,OWNER,410709,74,74,monthly issuance,960823
742,742,618,OWNER,516015,1,1,monthly issuance,961002
743,743,619,OWNER,410217,1,1,weekly issuance,950909
744,744,620,OWNER,400718,26,26,monthly issuance,960218
745,745,621,OWNER,665214,52,52,monthly issuance,960601
746,746,621,DISPONENT,620416,52,52,monthly issuance,960601
747,747,622,OWNER,535820,24,24,monthly issuance,970622
748,748,623,OWNER,361015,25,1,monthly issuance,930324
749,749,623,DISPONENT,335729,25,1,monthly issuance,930324
750,750,624,OWNER,565929,70,70,monthly issuance,931011
751,751,625,OWNER,590309,70,70,monthly issuance,950712
752,752,626,OWNER,441220,72,72,monthly issuance,931111
753,753,626,DISPONENT,405924,72,72,monthly issuance,931111
754,754,627,OWNER,475604,63,63,monthly issuance,930205
755,755,628,OWNER,471121,72,72,monthly issuance,940103
756,756,629,OWNER,200513,31,31,monthly issuance,940725
757,757,630,OWNER,706220,71,71,monthly issuance,930629
758,758,631,OWNER,615726,68,68,monthly issuance,960325
759,759,632,OWNER,550520,29,29,monthly issuance,960514
760,760,633,OWNER,365825,57,57,monthly issuance,951206
762,762,635,OWNER,370420,21,21,monthly issuance,940821
763,763,636,OWNER,275824,75,75,monthly issuance,970424
764,764,637,OWNER,556013,49,49,monthly issuance,960827
765,765,638,OWNER,691231,65,65,monthly issuance,950628
766,766,639,OWNER,265703,1,1,monthly issuance,971103
767,767,639,DISPONENT,230616,1,1,monthly issuance,971103
768,768,640,OWNER,315923,32,32,monthly issuance,930602
769,769,641,OWNER,771215,40,40,monthly issuance,970622
772,772,643,OWNER,441210,64,64,monthly issuance,971028
773,773,644,OWNER,351030,4,4,monthly issuance,971106
774,774,645,OWNER,730303,70,70,monthly issuance,970821
775,775,646,OWNER,406130,51,51,monthly issuance,960106
776,776,647,OWNER,535503,1,1,monthly issuance,970428
777,777,647,DISPONENT,610520,1,1,monthly issuance,970428
778,778,648,OWNER,400604,13,13,monthly issuance,931109
779,779,649,OWNER,445612,69,69,weekly issuance,940517
780,780,650,OWNER,240226,3,3,monthly issuance,950128
781,781,651,OWNER,450920,72,72,monthly issuance,931128
782,782,652,OWNER,635318,5,21,monthly issuance,930105
783,783,653,OWNER,715325,27,27,monthly issuance,970819
784,784,653,DISPONENT,641228,27,27,monthly issuance,970819
785,785,654,OWNER,340909,63,63,monthly issuance,941016
786,786,655,OWNER,780906,53,53,monthly issuance,930324
787,787,656,OWNER,471208,3,3,monthly issuance,960818
788,788,657,OWNER,740903,47,47,monthly issuance,930808
789,789,658,OWNER,310921,4,4,monthly issuance,960110
790,790,659,OWNER,675509,63,63,monthly issuance,961214
791,791,660,OWNER,505929,68,68,monthly issuance,960120
793,793,662,OWNER,780204,21,21,monthly issuance,940718
794,794,662,DISPONENT,795716,21,21,monthly issuance,940718
796,796,664,OWNER,190830,1,1,monthly issuance,961208
797,797,665,OWNER,480127,8,8,monthly issuance,950903
798,798,666,OWNER,405212,27,27,monthly issuance,960315
799,799,666,DISPONENT,360219,27,27,monthly issuance,960315
803,803,669,OWNER,510215,35,35,monthly issuance,960607
804,804,669,DISPONENT,565123,35,35,monthly issuance,960607
806,806,671,OWNER,800422,60,60,monthly issuance,971029
807,807,672,OWNER,696021,53,53,monthly issuance,970623
808,808,673,OWNER,631128,31,31,monthly issuance,971208
809,809,674,OWNER,191015,49,49,monthly issuance,950902
810,810,675,OWNER,455924,58,58,monthly issuance,950803
811,811,675,DISPONENT,400528,58,58,monthly issuance,950803
812,812,676,OWNER,401206,39,39,monthly issuance,950922
813,813,677,OWNER,640129,70,70,monthly issuance,970913
814,814,678,OWNER,591001,19,17,monthly issuance,931008
815,815,679,OWNER,646027,22,22,monthly issuance,970712
816,816,680,OWNER,585201,17,17,monthly issuance,970718
818,818,682,OWNER,660427,54,54,monthly issuance,970608
819,819,683,OWNER,580708,74,74,monthly issuance,960722
820,820,683,DISPONENT,606106,74,74,monthly issuance,960722
821,821,684,OWNER,480512,49,49,monthly issuance,960512
822,822,685,OWNER,595508,37,37,weekly issuance,950104
823,823,686,OWNER,561024,41,41,monthly issuance,930404
824,824,687,OWNER,520905,27,27,monthly issuance,960602
825,825,688,OWNER,770402,74,74,monthly issuance,931125
826,826,689,OWNER,780123,1,1,monthly issuance,960424
827,827,690,OWNER,655904,10,10,monthly issuance,960711
828,828,690,DISPONENT,581210,10,10,monthly issuance,960711
829,829,691,OWNER,570519,24,24,monthly issuance,960221
830,830,692,OWNER,480827,69,69,monthly issuance,961002
831,831,693,OWNER,480502,2,2,monthly issuance,940606
832,832,694,OWNER,236223,67,67,monthly issuance,960904
833,833,695,OWNER,600611,5,5,monthly issuance,960421
834,834,696,OWNER,221217,54,54,monthly issuance,971109
835,835,697,OWNER,436020,28,28,monthly issuance,930223
836,836,697,DISPONENT,480614,28,28,monthly issuance,930223
837,837,698,OWNER,741014,71,71,monthly issuance,960929
838,838,698,DISPONENT,685204,71,71,monthly issuance,960929
839,839,699,OWNER,555518,47,1,monthly issuance,930917
840,840,700,OWNER,370426,20,20,monthly issuance,940601
841,841,701,OWNER,810210,69,69,monthly issuance,930608
842,842,702,OWNER,335703,12,12,monthly issuance,930623
843,843,703,OWNER,575903,54,54,monthly issuance,971221
844,844,704,OWNER,450114,22,55,monthly issuance,930101
845,845,704,DISPONENT,535130,22,55,monthly issuance,930101
846,846,705,OWNER,491201,35,35,monthly issuance,970714
847,847,706,OWNER,791225,49,49,monthly issuance,960507
849,849,708,OWNER,395606,26,26,monthly issuance,960330
850,850,709,OWNER,690921,19,19,monthly issuance,940725
851,851,710,OWNER,190616,25,25,monthly issuance,940902
852,852,710,DISPONENT,165604,25,25,monthly issuance,940902
853,853,711,OWNER,490602,70,70,monthly issuance,940706
854,854,712,OWNER,416102,72,72,monthly issuance,961201
855,855,713,OWNER,300128,58,58,monthly issuance,961015
856,856,714,OWNER,190122,23,23,monthly issuance,961104
857,857,715,OWNER,480221,32,32,monthly issuance,960808
858,858,716,OWNER,595329,47,47,monthly issuance,940925
859,859,717,OWNER,685729,1,75,monthly issuance,930424
860,860,717,DISPONENT,671208,1,75,monthly issuance,930424
